desc suzy parker earn 1 000 early 1950	descriptive field conflict resolution competency customer sponsor generic keyword 1 000	desc
count many people died vietnam war	asian country market nation place southeast asian country	num
date year montana become state	state western state place rural state location	num
date ussr dissolved	ussr	num
reason letters telephone q z	None	desc
city japanese city called edo	japanese	loc
ind seven mules block	classic symbol card game event symbol popular symbol	hum
gr world largest distilling company	gr world largest distilling	hum
ind name actress starred movie silence lambs	ind name actress	hum
one corpus callosum found	program word function strategy relative or positional term	loc
ind napolean defeat jena auerstadt	ind napolean rdf storage system town tool campaign system	hum
product household products adult acne	None	enty
ind british prime minister u president seventh cousins removed	ind british linux based os cross section location feature mature major economic power seventh cousins	hum
product expensive car world	None	enty
def angelus	def angelus desc	desc
count many objects orbit earth	None	num
event tragedy struck city dogtown 1899	1899	enty
city oldest capital city americas	None	loc
cremat leon uris novel dealt russian capture berlin	language slavic language european language inflected language subject city european city place large city german city	enty
location edinburgh scotland	location edinburgh scotland	loc
count many muscles average adult use going walk	None	num
period long live community vote	None	num
ind name titanic captain	ind name titanic	hum
ind name heroine scruples	ind name heroine	hum
volsize big chappellet vineyard	None	num
country jackson pollock native country	country jackson	loc
reason makes sperm	sperm desc	desc
manner know much money save retirement	None	desc
def dot letter mean	def dot letter	desc
ind wrote godfather	manufacturer company city vcrs undecided voter	hum
desc origin term soda jerk	descriptive field conflict resolution competency customer sponsor generic keyword soda jerk desc	desc
frequency vhf	None	num
sport sport chris jogis play	chris jogis	enty
island target u operation urgent fury	None	loc
dismed fear robbers	None	enty
cremat nevil shute novel doomed survivors nuclear war	None	enty
reason cause endangered species	None	desc
ind following tv newsmen rhodes scholar	None	hum
warlock wear forehead marvel comics	None	enty
body softest part body	None	enty
ind six foot temperance advocate wielded hatchet saloons	nominal size tool item instrument battlefield equipment melee weapon	hum
count many islands fiji	None	num
line divided north south u civil war	magazine dichotomy direction relation classic romance novel movie	enty
def definition cecum	None	desc
ind invented volleyball	None	hum
country powerful country world	None	loc
manner	None	desc
gr name ballet company mikhail baryshnikov danced	composition type antioxidant enzyme unliganded steroid hormone receptor transcription factor nuclear receptor leading ballet dancer dancer famous dancer legendary artist greatest ballet dancer	hum
ind led normans victory battle hastings	manufacturer company city vcrs undecided voter power group germanic people teutonic people teutonic peoples battle hastings	hum
desc origin word teddy bear	descriptive field conflict resolution competency customer sponsor generic keyword	desc
perc percentage world plant animal species found amazon forests	company site retailer online retailer website	num
ind name star cooking show galloping gourmet	None	hum
ind invented horoscope	manufacturer company city vcrs undecided voter	hum
food nutrients healthy bones teeth	None	enty
def fortune 500 companies	product item water sport round car	desc
desc difference ninjitsu kung fu	descriptive field conflict resolution competency customer sponsor generic keyword ninjitsu kung fu desc	desc
ind king forced agree magna carta	ind king	hum
count many electoral college votes colorado	state jurisdiction western state place area	num
ind babe ruth christian names	ind babe ruth christian	hum
count many bottles wine prisoners bastille allowed per day	popular artist chart topper act band artist	num
lobsters like live	None	loc
ind first elected mayor washington c	ind first state city place area jurisdiction	hum
wolverine habits	wolverine habits enty	enty
manner fix squeaky floors	None	desc
date big thompson flood	None	num
desc good mosquitoes	desc good mosquitoes desc	desc
manner get bubblegum carpet	None	desc
sport played wembley stadium london every may	wembley stadium london	enty
ind wrote sci fi trilogy foundation foundation empire second foundation	manufacturer company city vcrs undecided voter sci fi trilogy foundation foundation empire second foundation	hum
count many hours work take typist complete 100 page screenplay	brewery information film movie word unit project fantastic brand property threshold show	num
ind alice cooper real name	ind alice	hum
def peloponnesian league	def peloponnesian league desc	desc
city two cities usually mark extremes english channel swims	plural reference word age term step language subject course education requirement class	loc
count many times tide ebb flow day	None	num
ind invented television	None	hum
def tannins	def tannins desc	desc
manner general mills manufacture cheerios	None	desc
cremat jimmy durante theme song	celebrity performer star entertainer regular customer	enty
ind name person burst screen lite beer commercials	None	hum
food delicacy known indelicately pickled roe	case decision traditional performance measure formula method death animal	enty
food dinner treat invented 1916 george jung noodle factory los angeles	inspirational figure event horrific event historical man george jung noodle factory city large city area place market	enty
ind u vice president killed alexander hamilton duel	ind u alexander hamilton duel hum	hum
temp fahrenheit equivalent zero degrees centigrade	zero degrees centigrade	num
count many muscles oyster	None	num
sport card game derived name biritch russian whist	biritch russian	enty
ind wrote much ado nothing	manufacturer company city vcrs undecided voter writer method southern lga alternative metabolite	hum
word collective noun geese	None	enty
desc personality traits capricorns said	descriptive field conflict resolution competency customer sponsor generic keyword traits capricorns	desc
get information concerning child custody files state utah	state western state place team area	loc
cremat john f kennedy 1960 campaign song	cremat john f kennedy largest earthquake medical dictionary web connected phone rtas web-connected phone	enty
ind louisiana senator seat held father mother	ind louisiana senator	hum
cremat hymn john steinbeck get title grapes wrath	writer author luminary famous author novelist grapes wrath enty	enty
techmeth invention principle conservation energy make impossible	None	enty
highest ranking suit bridge	None	enty
ind oscars roles gone wind streetcar named desire	ind oscars roles desire hum	hum
ind writer famous physically putting center subject matter	ind writer	hum
ind lead singer led zeppelin band	ind lead singer band artist first heavy metal band group influence	hum
ind dana two years mast seafarers lived abandoned oven beach san diego	ind dana sign city place market area county	hum
ind plays cop movie kindergarten cop	ind plays	hum
count many characters makes word typing test purposes	None	num
sport non mechanical sport achieves highest speeds	None	enty
money 1940 annual salary boilermaker	1940 plant document expense publication entitlement	num
ind created billy pilgrim survivor dresden firestorm	None	hum
sport indoor sport saw phoenix inferno become phoenix pride july 14 1983 temperature hit 111 degrees	city market area place metropolitan area city market area place metropolitan area july 14 1983 111 degrees	enty
country country saw origin asian flu	asian	loc
ind richest woman world	ind richest woman	hum
take test tell grow	None	loc
reason caused death bob marley	bob marley desc	desc
title mrs bridges job tv upstairs downstairs	None	hum
cremat daily newspaper help see clearer across usa	periodic job schedule interval report time frame	enty
lake scotland said hold one monsters	lake scotland program word function strategy relative or positional term	loc
ind 1974 oscar winners	international event weather event whisky conclusion large scale storm peculiar political event	hum
gr kind business 7 eleven	gr kind convenience store company retailer store brand	hum
def sinn fein	def sinn fein desc	desc
dismed name rare neurological disease symptoms	None	enty
food river otters eat	food river	enty
ind wrote book huckleberry finn	manufacturer company city vcrs undecided voter huckleberry finn hum	hum
ind would use heimlich maneuver	manufacturer company city vcrs undecided voter	hum
famed library reach dialing 22 287 5	medium frame auto handgun method feature variable program 287 5	loc
animal five time winner kentucky derby lost first 25 races	sport discipline group physical activity image state school place jurisdiction team benefit factor process course feature	enty
vasco da gama discover	explorer european explorer name team good restaurant	enty
def megan law	def megan law desc	desc
get complete listing showtimes area	None	loc
montenegro	talent champion state case noneuropean country neighboring country	loc
def usenet internet	None	desc
def field effect transistors	None	desc
animal killer whale died sea world fungal infection named	animal killer whale sea world fungal infection	enty
def witch hazel	def witch hazel desc	desc
plant state tree nebraska	state school midwestern state area jurisdiction	enty
glasgow	None	loc
reason chicago named chicago	city large city place market big city city large city place market big city	desc
color three colors ink used print u dollar bill	plural reference ground feature group pattern print terrain object print u dollar	enty
reason exactly purpose anteater	None	desc
techmeth correct way use may vs might	None	enty
city north american city boasts biggest polish population	culture plate company event factor language slavic language group product material	loc
ind radio tv movie character jackie gleason william bendix play	ind radio tv jackie gleason william	hum
planned berth merchant ship lane victory merchant marine veterans converting floating museum	veterans converting floating museum	loc
pedometer measure	None	enty
period maurizio pellegrin age	period maurizio	num
count many thousands students attend university massachusetts	indeterminate number state jurisdiction place case area	num
ind name u senate majority leader speaker house	ind name u senate property type asset building structure object	hum
gr name football new york titans adopt 1963	gr name state city large city place big city campaign easter egg historical event item	hum
ind female suspect game clue single	manufacturer company city vcrs undecided voter	hum
ind owns cnn	manufacturer company city vcrs undecided voter medium outlet network news outlet channel news organization	hum
count many americans still unaccounted vietnam war	nationality nation foreigner person group event conflict issue war historical event	num
chemical reactivity neon	None	num
def auto commentary	def auto commentary desc	desc
oldest website internet	None	loc
def deconstructionism	def deconstructionism desc	desc
desc lenny bruce say got arrested	desc lenny bruce	desc
cremat newspaper returned pulitzer prize fraudulent story jimmy world	coveted award award distinguished award well known award literary work	enty
dismed fear speaking	None	enty
cremat hitler favorite movie	cremat hitler favorite	enty
reason airliners crash vs gliding	None	desc
reason little blue reflectors middle road	None	desc
ind member little rascals sweetheart darla hood	manufacturer company city vcrs undecided voter darla hood	hum
manner saline used medicine	None	desc
termeq name female counterpart el nino results cooling temperatures dry weather	termeq weather phenomenon phenomenon factor climate pattern event	enty
event incident 1933 german nazis use justify emergency decrees imprisoning opponents vesting power	german dislike group faction far right movement hate group extremist group	enty
country country visiting land president duvalier airport	duvalier airport	loc
ind attorney general ordered closing alcatraz	manufacturer company city vcrs undecided voter	hum
city capital congo	city capital congo	loc
desc text fifth amendment	descriptive field conflict resolution competency customer sponsor generic keyword amendment procedural device constitutional privilege constitutional provision event	desc
country country starts letter x	None	loc
country countries earn tourism	None	loc
def internet2	def internet2	desc
city city china largest number foreign financial companies	market economy nation asian country developing country	loc
date oscars academy awards 1999	date oscars academy awards event song incident contemporary issue case study	num
ind prophet jewish people	ind prophet jewish	hum
ind common name	manufacturer company city vcrs undecided voter	hum
ind oldest u president	ind oldest u	hum
plant common plant button cap cup gills ring	None	enty
date dubai first concrete house built	dubai first concrete house	num
def milky way	def milky way desc	desc
desc remembrance day	desc remembrance day	desc
food food marco polo introduce italy court kubla khan	italian explorer explorer rare exception game observer european country member state nation place market khan enty	enty
gr diamond producer controls 80 world diamonds	gr diamond pharmacological agent variable clonal hematologic disorder convenient percentile party	hum
ind prophet religion islam	ind prophet islam hum	hum
ind portrayed maggio film eternity	manufacturer company city vcrs undecided voter	hum
zebras likely found	animal exotic animal character bird specie	loc
perc odds giving birth twins	voc solvent chlorinated solvent high efficiency solar cell scsi driver	num
best place live world considering climate civilization	None	loc
def meant capital market	def meant capital market desc	desc
manner antonia mr shimerda place farm	None	desc
veh ship lloyd bucher command	veh ship lloyd bucher	enty
dismed name medicine commonly used combat aids	None	enty
desc difference hair fur	desc difference hair fur desc	desc
desc difference love infatuation	descriptive field conflict resolution competency customer sponsor generic keyword	desc
ind name cartoon genie conjured magic ring shared nancy chuck	ind name brand popular and reliable opener brand feral child famous garage door brand character nancy chuck hum	hum
food foods contain vitamin b12	None	enty
money amount money owed illegally dog beach	None	num
letter first last letters greek alphabet	language culture ancient civilization inflected language indo european language	enty
web address find e mail address member us house representatives	us house	loc
volsize big largest diamond	None	num
techmeth ways help someone chicken pox	None	enty
manner find exact time sunset particular day	None	desc
date original howdy doody show go air	None	num
count many languages world	None	num
desc picasso	descriptive field conflict resolution competency customer sponsor generic keyword	hum
ind two bald u presidents	plural reference word age term step	hum
ind member charlie angels sang vocals josie pussycats	ind member charlie angels josie pussycats	hum
river flows past temple karnak	None	loc
ind comedian perfect fool	ind comedian perfect	hum
desc benefits rowing machine	desc benefits rowing machine desc	desc
find information queensland national competition policy	None	loc
def coup de poing french boxer	def coup de poing language romance language european language subject study	desc
desc difference carelessness carefreeness	descriptive field conflict resolution competency customer sponsor generic keyword	desc
termeq islamic counterpart red cross	termeq islamic counterpart red cross	enty
reason tuberculosis afflict people	None	desc
ind loved flash gordon besides dale	manufacturer company city vcrs undecided voter dale hum	hum
def tyvek	def tyvek desc	desc
humans catch zoonose diseases	None	enty
manner asia get name	region part of the world market area place	desc
veh name u navy gunboat film sand pebbles	veh u navy gunboat film	enty
get information original 13 us colonies	technique factor indirect assay side effect case	loc
dismed disease drug sinemet used treatment	None	enty
techmeth three ways wind created earth	plural reference ground feature group pattern print terrain object	enty
gender allowed vote kuwait	gulf country market gulf state gulf arab country middle eastern country	enty
count many inches six feet tom selleck	many inches six feet hollywood notable star celebrity caucasian man hollywood star	num
dismed name disease actress hunter tylo baby girl	None	enty
ind president buried washington	manufacturer company city vcrs undecided voter state city place area jurisdiction	hum
money much could rent volkswagen bug 1966	brand company manufacturer automaker car manufacturer film milestone issues cool find historical event	num
ind whose singing voice dubbed natalie wood west side story audrey hepburn fair lady	natalie wood west side audrey hepburn fair	hum
money mean income top 10 top 5 top 1	high speed network interface percentage threshold recreational amenity feature feature technique cycle option application method feature solvent compound concentration method	num
city north american city sprouts parking meters	culture plate company event factor	loc
largest expensive freeway construction project u right	None	loc
desc get ivy league school	descriptive field conflict resolution competency customer sponsor generic keyword substantially separate program substantially-separate program	desc
cremat film louise fletcher win best actress oscar	oscar enty	enty
gulliver find race tiny people	None	loc
cremat 1950 film seven oscars including best picture	fracasso s song poem specialty vehicle police car small operation classic symbol card game event symbol popular symbol	enty
count much stronger new vitreous carbon material invented tokyo institute technology compared material made cellulose	tokyo institute technology	num
money much tuberculosis combatting drugs cost	None	num
ind president bush compared saddam hussein	manufacturer company city vcrs undecided voter bush leader dictator person false leaders resister	hum
gr name pittsburgh baseball team	gr name pittsburgh baseball	hum
cremat shakespeare play opens line	writer author poet great writer classic	enty
ind tv comedian worked white fang black tooth pookie lion	ind tv	hum
ind created character james bond	character film movie theme well loved literary heroe	hum
sport type exercise burns calories	None	enty
desc cigarette made leftovers	descriptive field conflict resolution competency customer sponsor generic keyword leftovers desc	desc
japanese imperial forces surrender end wwii	japanese	loc
abb mikhail gorbachev middle initial	abb mikhail gorbachev	abbr
count many rows whiskers cat	None	num
ind british general surrendered colonial army saratoga	ind british general surrendered colonial army	hum
manner people ireland come u work return ireland	european country member state nation state jurisdiction ireland desc	desc
product product ads claim eliminates odors kills household germs mold mildew	None	enty
count world population today	time program word occasion tv show	num
desc history buffalo chicken wings	desc history buffalo chicken	desc
def humidity	def humidity desc	desc
animal kind creatures black yellow brown bullheads	None	enty
city city would feeding pigeons piazza san marco	city city florence s main attraction community heinz brand name place area	loc
ind artist studio bateau lavoir montmartre	ind artist lavoir montmartre	hum
name planet ewoks live	None	loc
count many words spanish language	language romance language european language subject class	num
information novel el cid	film notable horse and rider partnership classic film command special hero unit work	loc
symbol chemical formula napalm	None	enty
def yohimbine	def yohimbine desc	desc
def chicago hope	def chicago hope desc	desc
count many members family could drafted u military world war ii	event war topic conflict historical event	num
ind wrote song silent night	manufacturer company city vcrs undecided voter word factor camera s advanced technology built in scene mode scene mode	hum
gr company largest japanese ship builder	gr company japanese	hum
exp blue ribbon stand	exp blue ribbon stand abbr	abbr
date average date malls begin putting christmas holiday decorations	holiday occasion event festival peak period	num
count many characters chinese alphabet	chinese	num
burma	None	loc
ind wrote collector	manufacturer company city vcrs undecided voter	hum
gr major diamond producer based south africa	gr major south africa	hum
ind samuel johnsons friend biographer	ind samuel johnsons friend	hum
ind kind women gave sigmund freud erotic dreams	ind kind dreams hum	hum
termeq cleveland indians also called	termeq group ancient civilization ethnic group nation team	enty
commodity shortage largest single factor keeping north american cars roads world war ii	culture plate company event factor event war topic conflict historical event	enty
count many hummingbird eggs could fit one ostrich egg	None	num
ind wrote bestselling missionary travels researches south africa published 1857	manufacturer company city vcrs undecided voter south africa top quality inn	hum
ind played father charles charge	manufacturer company city vcrs undecided voter charles charge	hum
period gestation period human pregnancies	None	num
name daniel originate	daniel originate	loc
techmeth common methods used regulate monopolies	None	enty
def category color pink denote trivial pursuit baby boomer edition	None	desc
period long average domesticated ferret live	None	num
termeq name islamic counterpart red cross	termeq religious food law culture religion community denomination organization charity agency international organization organisation	enty
event historical trials following world war ii called	event war topic conflict historical event	enty
state states state income tax	None	loc
city city two steepest streets u	plural reference word age term step	loc
reason margaret thatcher known	leader politician woman world leader successful woman	desc
country name country giants twelve times size man gulliver travels	film character manageable group item group	loc
men par 455 yard golf hole	residence	num
substance four elements make 90 percent human body	smallest flight unit national championship event exercise plastic heavy load applying less stringent expense threshold threshold percentage quantile level high monomer conversion substantial amount	enty
count many countries	None	num
marijuana entering united states come	marijuana developed country nation jurisdiction western country case	loc
cremat stuart hamblen considered first singing cowboy medium	cremat stuart hamblen term ordinal term numerical ordinal circuit ordinal number	enty
title steve rogers profession captain america	friend team member marvel character baseball notable staple character america	hum
dismed common cancer	None	enty
ind top 10 richest people world	high speed network interface percentage threshold recreational amenity feature	hum
manner contact answers com direct	None	desc
reason causes person constantly sweaty hands feet	None	desc
desc happened answers com	descriptive field conflict resolution competency customer sponsor generic keyword	desc
def spectrum sine wave	def spectrum sine wave desc	desc
gr ethnic group introduced idea potlatch	gr ethnic group	hum
def person socioeconomic position	def person socioeconomic position desc	desc
desc say friend ignores friends	descriptive field conflict resolution competency customer sponsor generic keyword	desc
count many yards 1 mile	yards 1 mile	num
ind actor first man appear cover mccall	ind actor term ordinal term numerical ordinal circuit ordinal number	hum
exp r e stand rock group r e	function mathematical function built in function elementary function claim	abbr
gr cruise line kathie lee gifford advertise	gr cruise line celebrity company celeb celebrity mom stern s enemies	hum
def name jenna mean	def name woman character student psychologist participant	desc
reason girls wear training bras	None	desc
date first successful heart transplant human	None	num
manner edith bunker die	character voice female character baby boomer-friendly character classic	desc
country country boasts cawdor castle glamis castle blair castle	castle glamis castle blair castle loc	loc
def define spumante	def define spumante desc	desc
exp ph stand	exp ph stand abbr	abbr
country country mount everest	mountain non climbers legendary mountain place natural wonder	loc
country country largest country latin america	region market area emerging market part of the world	loc
ind name four horsemen apocalypse	manufacturer company city vcrs undecided voter smallest flight unit national championship event exercise plastic heavy load	hum
def geckos	def geckos desc	desc
cremat name book written aaron hass	aaron hass enty	enty
def cosmology	def cosmology desc	desc
count many watts make kilowatt	energy term unit word place term	num
cremat tv series features adventures married couple named jonathan jennifer	jonathan jennifer enty	enty
ind female faith healer wrote inspirational book believe miracles	ind female faith healer	hum
desc jinnah	desc jinnah hum	hum
esquire name ash hole year 1980	hardwood tree specie material species year 1980	enty
king francis hang mona lisa owned	king francis painting film masterpiece work famous painting	loc
ruin many poor boy new orleans	city place area southern city community	enty
def habeas corpus	def habeas corpus desc	desc
manner use intranet	None	desc
ind famous husband wife team radio ads blue nun wine	None	hum
count many times harold stassen announced drive white house	u s policy maker butchering name politician u.s. policy maker attraction government building landmark building venue	num
money bottle caps presidents pictures inside worth	None	num
find history hungarian language	language agglutinative language non configurational language morphologically rich language quantity language	loc
reason usa fax machines work uk nnp	reason usa fax machines uk nnp desc	desc
cigarette whole new world	None	enty
ind tramped florida looking fountain youth	manufacturer company city vcrs undecided voter state area place jurisdiction school	hum
date 1990 day week christmas fall	date 1990 day week christmas fall	num
cremat name song dracula plays organ	song dracula	enty
animal two animals specifically mentioned noah ark	plural reference word age term step	enty
def federal income tax	def federal income tax desc	desc
gr name confederate mounted guerrilla group jesse james coleman younger ridden	composition type antioxidant enzyme unliganded steroid hormone receptor transcription factor nuclear receptor non state organization non state actor analysis non state threat non-state actor illegal group artist scholar sociologist modernization theorist well known scholar	hum
dismed disease plagued europe africa asia	europe africa region part of the world market area place	enty
sport card game feature dealer choice	None	enty
count many american soldiers stationed south korea	american asian country nation market economy east asian country	num
dismed fear failure	None	enty
count many feet 2 average height great wall china	market economy nation asian country developing country	num
desc verdict 1925 trial john scopes	descriptive field conflict resolution competency customer sponsor generic keyword convention event john scopes desc	desc
techmeth best way travel japan	asian country nation developed country market economy	enty
period long ago anglican church part vatican	period long ago religious denomination group tradition christian denomination prominent and larger protestant group vatican	num
money much lucy van pelt originally charge psychiatric sessions	lucy van pelt	num
ind followed first two underwater thrillers girl sea cortez	ind followed term ordinal term numerical ordinal circuit ordinal number plural reference word age term step	hum
date parthenon built	None	num
cremat 1895 h g wells novel written title chronic argonauts	item	enty
def common dolphin	def common dolphin desc	desc
manner answers com funded	None	desc
period long pig orgasm last	None	num
state u state comes last alphabetical list	state u state	loc
count many mountains named presidents continental usa	region case low prevalence area large power system	num
unemployment statistics years 1965 1990	years 1965 1990	num
exp bud stand	exp bud stand abbr	abbr
ind one independent member congress	program word function strategy relative or positional term event opposition party political party political institution topic	hum
gr society ruled elders	gr society	hum
ind two presidents u published books poetry	plural reference word age term step	hum
ind seven dwarfs comes first alphabetically	classic symbol card game event symbol popular symbol term ordinal term numerical ordinal circuit ordinal number	hum
ind professional cricketer son wrote war worlds 1898	ind professional cricketer top quality inn	hum
food condiment dutch dip french fries	language european cuisine germanic language european power european language language romance language european language subject study	enty
cremat comic strip never turned broadway musical	cremat comic strip world famous commercial zone cotswold village york attraction area model	enty
event war first submarine used	None	enty
exp cpr abbreviation	exp cpr abbreviation	abbr
count many inches apart adjacent pins tenpin bowling	None	num
count many miles corridors pentagon	shape polygon defect devastating act polygonal shape	num
manner find area circle	None	desc
state u state includes san juan islands	state u state area water short area location region idea	loc
ind english playwright penned	language subject course education requirement class	hum
def red white stripes barbershop pole stand	None	desc
veh name ship beany cecil sailed	veh	enty
dist deep fathom	None	num
def dead man hand	def dead	desc
ind fred astaire dancing partner name	manufacturer company city vcrs undecided voter	hum
manner find web address company	None	desc
count highest number home runs record one game	program word function strategy relative or positional term	num
plant australia native flora	plant australia native flora enty	enty
ind heavyweight boxer known wild bull pampas	ind heavyweight	hum
count many quarts whole milk needed make one pound butter	one pound	num
london street claims world center men tailoring	city place area large city european city	loc
period old universe	None	num
date bible say seasons started	bible	num
animal animal called poor man cow	None	enty
desc marriage ceremony come	desc marriage ceremony come desc	desc
country bordering country due north costa rica	north costa rica	loc
cremat morris west novel deals russian bishop becomes pope	cremat morris language slavic language european language inflected language subject	enty
country nation boarders mozambique	None	loc
exp ekg stand	exp ekg	abbr
date olympic games year allowed nadia comaneci become popular	famous gymnast celebrity personality star notable gymnast	num
ind tv talk show host lends name line men clothing	ind tv	hum
food soft drink held national flavor poll 1967	case sensitive issue milestone album policy event	enty
reason colin powell famous	reason colin powell	desc
termeq jewish alphabet known	termeq jewish	enty
dismed fear home surroundings	None	enty
count many people die tuberculosis yearly	schedule fee schedule s report time word	num
def specimen basidiomycetes	def specimen basidiomycetes desc	desc
ind invented electric guitar	ind invented	hum
city capital california	state area jurisdiction place large state	loc
country country comes last alphabetical list	None	loc
def faults earth crust	None	desc
def asiento	def asiento desc	desc
desc kind greeting appropriate send yom kippur	descriptive field conflict resolution competency customer sponsor generic keyword yom kippur desc	desc
temp hot oven baking peachy oat muffins	None	num
def dextropropoxyphen napsylate	def dextropropoxyphen napsylate desc	desc
cremat mclean song laments day buddy holly died	cremat mclean song laments	enty
def srpska krajina	def srpska krajina	desc
manner kennedy money made	kennedy money descriptive field conflict resolution competency customer sponsor generic keyword	desc
country country worlds leading supplier cannabis	None	loc
animal orca name died fungal infection sea world	fungal infection sea	enty
ind president pergament	manufacturer company city vcrs undecided voter pergament hum	hum
city city kentucky horse park near	city city kentucky	loc
desc esa pekka salonen look like	desc esa pekka descriptive field conflict resolution competency customer sponsor generic keyword	desc
food cereal goes snap crackle pop	None	enty
manner water appear earth	None	desc
hillary clinton graduate college	democrat candidate successful woman woman politician	loc
def robert mean	def robert mean desc	desc
manner anti locking brakes work	None	desc
color colors magenta made	bright color color scheme ink colorspace color ink	enty
manner chain command work inside us army apache helicopter	army apache helicopter desc	desc
cremat medium hamblen first singing cowboy	None	enty
cremat name jamiroquai new album	jamiroquai new album enty	enty
def hormone	def hormone desc	desc
ind american naval officer broke japan isolationist policy 1853	ind american asian country nation developed country market economy 1853	hum
def fellatio	def fellatio desc	desc
reason characteristics contribute intelligence	reason characteristics contribute	desc
event significant battle fought belgium 1815	european country member state state nation eu country 1815	enty
gr police department made time biggest cocaine bust ventura county	gr police department time biggest cocaine jurisdiction area place local government county	hum
ind gave us rolling writer	ind gave time related suffix unit time-related suffix unit first or second person pronoun pronoun time related suffix uni ts	hum
manner days week named	manner days week descriptive field conflict resolution competency customer sponsor generic keyword	desc
ind wrote secret life walter mitty	manufacturer company city vcrs undecided voter political non entity	hum
cremat 1965 film jack lemmon portraying cartoonist	film series common taxa operation champion actor classic heavyweight star co star	enty
def fiber food	def fiber food desc	desc
food traditional drink kentucky derby	state school place jurisdiction team	enty
ind head world bank	ind head world bank	hum
reason jets vapor trail others	None	desc
dismed fear childbirth	None	enty
count many people honda employ u	brand company manufacturer automaker car manufacturer employ u	num
animal species winnie pooh	winnie pooh enty	enty
count much calcium adult female daily	periodic job schedule interval report time frame	num
ind popular last name	None	hum
ashen faced eidologist search existence	None	enty
ind moderated first kennedy nixon tv debate	manufacturer company city vcrs undecided voter term ordinal term numerical ordinal circuit ordinal number kennedy nixon tv	hum
ind portrayed george cohan 1942 yankee doodle dandy	ind portrayed george cohan film dandy hum	hum
reason p 500 used	product item water sport round car	desc
def philebus like mean	def philebus	desc
date nostradamus born	seer person prophet source prophetic book	num
substance ingredients coca cola	substance ingredients coca cola	enty
ind u president pulitzer prize	ind u president coveted award award distinguished award well known award literary work	hum
def nuclear proliferation	def nuclear proliferation desc	desc
desc maria theresa	desc maria theresa	hum
country country origin name thomas	thomas loc	loc
reason say god bless people sneeze	None	desc
count population largest chilean city	chilean city	num
country country highest per capita consumption cheese	None	loc
title larry king occupation	celebrity program person show star	hum
ind invented muppets	None	hum
reason wheel e g car tire appear spin opposite direction slows	None	desc
sea bombay	None	loc
gr cartoondom super six	card competition score pair middle card	hum
def e pluribus unum penny mean	def e pluribus	desc
desc difference tft dual scan display	descriptive field conflict resolution competency customer sponsor generic keyword	desc
ind fool wise lose oath win paradise	ind fool	hum
def english meaning caliente	def english meaning	desc
americas 47 miles atlantic pacific	americas 47 miles	loc
def word opera mean	def word opera	desc
dist tall animated frankenstein	None	num
manner ask questions	None	desc
city u city known rubber capital world	city u city	loc
country countries highest ratio university students	None	loc
manner become fbi agent	agency federal agency government agency organization law enforcement agency	desc
food world best selling cookie	food world best	enty
count many miles ny austria	author writer man player town european country member state eu country state nation	num
desc energy big bang come	desc energy big bang come desc	desc
volsize big universe actually	None	num
desc difference koran bible	desc difference koran	desc
ind monarch signed magna carta	ind monarch	hum
cremat u navy hymn	cremat u navy	enty
count many sides heptagon	None	num
sport grand slam golf tournament held 1940 1945	1940 1945	enty
def idealab	def idealab desc	desc
aborigines	None	loc
product toy make sleep	None	enty
reason caused division anglicans vatican	vatican desc	desc
gr corporation madonna advertise	gr corporation celebrity artist star superstar name	hum
river rome built	city exotic location apple place large city	loc
web adventours tours sydney australia	city place popular backpacker destination destination global city2	loc
1936 summer olympics held	1936 summer	loc
cathedral thomas becket murdered	None	loc
reason curious george curious	george curious desc	desc
manner u become involved barbary wars	None	desc
city kentucky horse park close american city	american	loc
gr store martha stewart advertise	gr store celebrity successful woman magazine brand celeb	hum
desc know multicultural multilingual schools	descriptive field conflict resolution competency customer sponsor generic keyword	desc
desc origin u army sergeant stripes	descriptive field conflict resolution competency customer sponsor generic keyword	desc
period old sir edmund hillary climbed mt everest	period old explorer heroe notable explorer person individual world s highest peak mountain peak traditionally popular major tourist destination challenge	num
tree photosynthesis occur	None	loc
event science fair projects 8th graders	circuit middle schooler series interval date	enty
strait links mediterranean sea atlantic ocean	mediterranean sea atlantic ocean	loc
airport piccadilly subway line	None	loc
gr police department made largest cocaine seizure ever ventura county	gr police department jurisdiction area place local government county	hum
color color eight ball pocket billiards	address hand pair team event boat class	enty
food first ready eat breakfast cereal	None	enty
benny carter play	artist giant american jazz legend arranger innovative mainstreamers	enty
code seven digits follow area code number long distance information	classic symbol card game event symbol popular symbol	num
city city airport named logan international	city city airport	loc
ind pope inaugurated vatican international radio	ind pope vatican international radio	hum
count many times 3	feature service method boasting feature factor	num
count many names eskimo people	None	num
ind king satirized line	ind king	hum
shape shifting menace rom come earth fight	None	enty
state nickname pennsylvania	state jurisdiction colony place area	loc
reason causes headaches	None	desc
cremat names books james michener set following locations	writer bestselling novelist literary legend author well known person	enty
date first stained glass window made	None	num
gr company trademark master voice	gr company	hum
ind pope inaugurated vatican international radio	ind pope vatican international radio	hum
ind director made one silent one sound version ten commandments	manufacturer company city vcrs undecided voter program word function strategy relative or positional term program word function strategy relative or positional term teaching place value vocabulary word number common treatment point value unit	hum
date swimming become commonplace	None	num
ind presidents usa masons	ind presidents usa masons hum	hum
ind tallest u president	ind tallest u	hum
largest museum world	largest museum world loc	loc
